"","uniqid","at_sexviol","f_gender","age","politics_n","f_urban","f_occup","region","complete"
"5010",80000533,0,"Man",43,6,"Large town","Supervisor","Western",TRUE
"5011",80000546,0,"Woman",28,5,"Large town","Responsible for ordinary shopping, etc.","Western",TRUE
"5012",80000547,0,"Woman",41,5,"Large town","Employed position, service job","Western",TRUE
"5013",80000551,0,"Woman",55,7,"Large town","Responsible for ordinary shopping, etc.","Western",TRUE
"5014",80000556,0,"Woman",22,4,"Large town","Employed position, service job","Western",TRUE
"5015",80000565,0,"Man",47,5,"Rural area or village","Employed professional (employed doctor, etc.)","Western",TRUE
"5016",80000576,2,"Man",52,5,"Small/middle town","Retired, unable to work","Western",TRUE
"5017",80000582,0,"Woman",51,5,"Small/middle town","Unemployed, temporarily not working","Western",TRUE
"5018",80000591,0,"Woman",62,4,"Small/middle town","Retired, unable to work","Western",TRUE
"5019",80000593,1,"Man",75,7,"Small/middle town","Middle management, etc.","Western",TRUE
"5020",80000596,0,"Man",52,3,"Rural area or village","Unskilled manual worker, etc.","Western",TRUE
"5021",80000602,0,"Man",39,5,"Rural area or village","Unemployed, temporarily not working","Western",TRUE
"5022",80000606,0,"Woman",38,5,"Rural area or village","Employed position, service job","Western",TRUE
"5023",80000609,0,"Man",20,5,"Small/middle town","Unemployed, temporarily not working","Western",TRUE
"5024",80000616,3,"Woman",78,5,"Small/middle town","Retired, unable to work","Western",TRUE
"5025",80000617,0,"Woman",72,5,"Rural area or village","Retired, unable to work","Western",TRUE
"5026",80000621,3,"Woman",37,5,"Rural area or village","Responsible for ordinary shopping, etc.","Western",TRUE
"5027",80000634,0,"Woman",45,8,"Small/middle town","Responsible for ordinary shopping, etc.","Western",TRUE
"5028",80000635,0,"Man",56,5,"Small/middle town","Employed position, travelling","Western",TRUE
"5029",80000637,0,"Woman",59,5,"Small/middle town","Responsible for ordinary shopping, etc.","Western",TRUE
"5030",80000639,0,"Man",69,3,"Small/middle town","Retired, unable to work","Western",TRUE
"5031",80000640,0,"Man",72,4,"Rural area or village","Retired, unable to work","Western",TRUE
"5032",80000642,0,"Woman",51,5,"Small/middle town","Responsible for ordinary shopping, etc.","Western",TRUE
"5033",80000645,0,"Woman",52,2,"Small/middle town","Employed professional (employed doctor, etc.)","Western",TRUE
"5034",80000650,4,"Man",51,7,"Large town","Employed position, travelling","Western",TRUE
"5035",80000652,0,"Man",34,4,"Large town","Skilled manual worker","Western",TRUE
"5036",80000654,0,"Woman",42,7,"Large town","Employed position, service job","Western",TRUE
"5037",80000667,3,"Woman",16,6,"Small/middle town","Student","Western",TRUE
"5038",80000676,0,"Woman",42,5,"Small/middle town","Professional (lawyer, etc.)","Western",TRUE
"5039",80000684,0,"Woman",16,9,"Small/middle town","Student","Western",TRUE
"5040",80000690,0,"Woman",31,5,"Large town","Responsible for ordinary shopping, etc.","Western",TRUE
"5041",80000696,1,"Man",60,2,"Large town","Employed position, at desk","Western",TRUE
"5042",80000697,0,"Man",84,3,"Large town","Retired, unable to work","Western",TRUE
"5043",80000702,0,"Man",38,3,"Large town","Employed professional (employed doctor, etc.)","Western",TRUE
"5044",80000703,0,"Woman",54,5,"Large town","Responsible for ordinary shopping, etc.","Western",TRUE
"5045",80000707,0,"Woman",49,4,"Large town","Retired, unable to work","Western",TRUE
"5046",80000720,0,"Woman",35,5,"Large town","Employed position, at desk","Western",TRUE
"5047",80000721,1,"Man",79,4,"Large town","Retired, unable to work","Western",TRUE
"5048",80000723,0,"Man",70,4,"Large town","Retired, unable to work","Western",TRUE
"5049",80000724,0,"Woman",41,5,"Large town","Employed position, service job","Western",TRUE
"5050",80000731,1,"Man",79,4,"Large town","Retired, unable to work","Western",TRUE
"5051",80000744,0,"Woman",25,5,"Small/middle town","Skilled manual worker","Western",TRUE
"5052",80000749,0,"Woman",37,5,"Small/middle town","Skilled manual worker","Western",TRUE
"5053",80000753,0,"Man",19,3,"Small/middle town","Unemployed, temporarily not working","Western",TRUE
"5054",80000758,0,"Man",66,3,"Large town","Retired, unable to work","Western",TRUE
"5055",80000759,1,"Woman",40,7,"Large town","Employed position, at desk","Western",TRUE
"5056",80000760,0,"Woman",29,4,"Large town","General management, etc.","Western",TRUE
"5057",80000761,0,"Woman",49,7,"Large town","Owner of a shop, craftsmen, etc.","Western",TRUE
"5058",80000773,0,"Woman",57,5,"Small/middle town","Unemployed, temporarily not working","Western",TRUE
"5059",80000774,0,"Man",68,5,"Small/middle town","Retired, unable to work","Western",TRUE
"5060",80000779,0,"Woman",38,6,"Small/middle town","Employed position, service job","Western",TRUE
"5061",80000781,0,"Woman",32,5,"Small/middle town","Skilled manual worker","Western",TRUE
"5062",80000786,4,"Woman",44,5,"Large town","Responsible for ordinary shopping, etc.","Western",TRUE
"5063",80000791,7,"Woman",25,7,"Large town","Unemployed, temporarily not working","Western",TRUE
"5064",80000796,1,"Man",58,4,"Large town","Unemployed, temporarily not working","Western",TRUE
"5065",80000806,0,"Woman",77,2,"Small/middle town","Responsible for ordinary shopping, etc.","Western",TRUE
"5066",80000808,0,"Man",49,2,"Large town","Employed position, at desk","Western",TRUE
"5067",80000809,0,"Woman",42,5,"Large town","Employed position, at desk","Western",TRUE
"5068",80000811,0,"Man",38,6,"Large town","Skilled manual worker","Western",TRUE
"5069",80000815,0,"Woman",43,5,"Large town","Skilled manual worker","Western",TRUE
"5070",80000818,0,"Man",18,5,"Large town","Student","Western",TRUE
"5071",80000828,0,"Woman",62,6,"Large town","Retired, unable to work","Western",TRUE
"5072",80000829,0,"Woman",53,5,"Large town","Responsible for ordinary shopping, etc.","Western",TRUE
"5073",80000832,0,"Woman",54,5,"Large town","Middle management, etc.","Western",TRUE
"5074",80000833,0,"Man",75,2,"Large town","Retired, unable to work","Western",TRUE
"5075",80000835,0,"Woman",26,5,"Large town","Middle management, etc.","Western",TRUE
"5076",80000836,0,"Man",25,5,"Large town","Employed professional (employed doctor, etc.)","Western",TRUE
"5077",80000837,0,"Woman",37,3,"Large town","Employed professional (employed doctor, etc.)","Western",TRUE
"5078",80000838,0,"Man",39,5,"Large town","Employed professional (employed doctor, etc.)","Western",TRUE
"5079",80000847,1,"Man",62,2,"Large town","Retired, unable to work","Western",TRUE
"5080",80000848,0,"Woman",70,7,"Large town","Retired, unable to work","Western",TRUE
"5081",80000858,0,"Woman",74,7,"Large town","Retired, unable to work","Western",TRUE
"5082",80000859,0,"Woman",72,5,"Large town","Employed professional (employed doctor, etc.)","Western",TRUE
"5083",80000860,0,"Woman",32,3,"Large town","Employed professional (employed doctor, etc.)","Western",TRUE
"5084",80000861,0,"Man",67,4,"Large town","Retired, unable to work","Western",TRUE
"5085",80000867,0,"Woman",66,7,"Large town","Retired, unable to work","Western",TRUE
"5086",80000871,0,"Woman",57,1,"Large town","Employed professional (employed doctor, etc.)","Western",TRUE
"5087",80000872,0,"Man",49,7,"Small/middle town","Unemployed, temporarily not working","Western",TRUE
"5088",80000878,0,"Man",70,7,"Small/middle town","Retired, unable to work","Western",TRUE
"5089",80000883,0,"Man",69,4,"Small/middle town","Retired, unable to work","Western",TRUE
"5090",80000890,0,"Woman",27,3,"Small/middle town","Unemployed, temporarily not working","Western",TRUE
"5091",80000891,0,"Man",42,3,"Large town","Middle management, etc.","Western",TRUE
"5092",80000895,0,"Man",34,5,"Large town","Employed position, service job","Western",TRUE
"5093",80000898,2,"Man",31,5,"Large town","Employed position, service job","Western",TRUE
"5094",80000901,4,"Woman",32,5,"Large town","Employed position, at desk","Western",TRUE
"5095",80000904,0,"Man",63,3,"Large town","Retired, unable to work","Western",TRUE
"5096",80000907,4,"Woman",69,6,"Large town","Retired, unable to work","Western",TRUE
"5097",80000910,5,"Woman",58,5,"Large town","Employed position, service job","Western",TRUE
"5098",80000914,3,"Woman",57,5,"Large town","Retired, unable to work","Western",TRUE
"5099",80000915,2,"Woman",24,2,"Small/middle town","Unskilled manual worker, etc.","Western",TRUE
"5100",80000928,3,"Woman",35,1,"Small/middle town","Unemployed, temporarily not working","Western",TRUE
"5101",80000931,0,"Woman",34,8,"Small/middle town","Student","Western",TRUE
"5102",80000932,0,"Woman",30,5,"Small/middle town","Employed position, service job","Western",TRUE
"5103",80000936,0,"Man",36,5,"Small/middle town","Supervisor","Western",TRUE
"5104",80000952,0,"Woman",79,5,"Small/middle town","Responsible for ordinary shopping, etc.","Western",TRUE
"5105",80000962,0,"Woman",36,5,"Rural area or village","Owner of a shop, craftsmen, etc.","Western",TRUE
"5106",80000973,0,"Man",44,5,"Rural area or village","Employed position, at desk","Western",TRUE
"5107",80000976,0,"Man",84,5,"Rural area or village","Retired, unable to work","Western",TRUE
"5108",80000980,0,"Woman",58,5,"Rural area or village","Owner of a shop, craftsmen, etc.","Western",TRUE
"5109",80000988,0,"Man",58,5,"Small/middle town","Retired, unable to work","Western",TRUE
"5110",80000990,0,"Man",76,6,"Small/middle town","Responsible for ordinary shopping, etc.","Western",TRUE
"5111",80000994,0,"Woman",36,3,"Rural area or village","Employed professional (employed doctor, etc.)","Western",TRUE
"5112",80000999,2,"Man",30,8,"Rural area or village","Unskilled manual worker, etc.","Western",TRUE
"5113",80001006,0,"Woman",36,5,"Rural area or village","Employed professional (employed doctor, etc.)","Western",TRUE
"5114",80001007,0,"Woman",38,6,"Rural area or village","Employed professional (employed doctor, etc.)","Western",TRUE
"5115",80001016,4,"Woman",72,8,"Rural area or village","Unskilled manual worker, etc.","Western",TRUE
"5116",80001026,0,"Man",78,5,"Large town","Retired, unable to work","Western",TRUE
"5117",80001028,1,"Man",72,4,"Large town","Unskilled manual worker, etc.","Western",TRUE
"5118",80001030,0,"Man",79,4,"Large town","Retired, unable to work","Western",TRUE
"5119",80001036,0,"Woman",27,5,"Large town","Unemployed, temporarily not working","Western",TRUE
"5120",80001038,0,"Woman",59,6,"Small/middle town","Business proprietors, etc.","Western",TRUE
"5121",80001044,0,"Man",44,5,"Large town","Skilled manual worker","Western",TRUE
"5122",80001045,0,"Woman",31,7,"Large town","Employed position, service job","Western",TRUE
"5123",80001046,0,"Man",60,7,"Small/middle town","Unemployed, temporarily not working","Western",TRUE
"5124",80001047,0,"Man",74,6,"Small/middle town","Retired, unable to work","Western",TRUE
"5125",80001071,2,"Woman",29,5,"Large town","Unemployed, temporarily not working","Western",TRUE
"5126",80001076,0,"Man",31,1,"Rural area or village","Unemployed, temporarily not working","Western",TRUE
"5127",80001077,0,"Woman",66,5,"Rural area or village","Retired, unable to work","Western",TRUE
"5128",80001079,0,"Woman",52,5,"Rural area or village","Responsible for ordinary shopping, etc.","Western",TRUE
"5129",80001081,0,"Woman",49,5,"Rural area or village","Responsible for ordinary shopping, etc.","Western",TRUE
"5130",80001083,0,"Woman",62,5,"Rural area or village","Responsible for ordinary shopping, etc.","Western",TRUE
"5131",80001086,0,"Woman",25,5,"Rural area or village","Responsible for ordinary shopping, etc.","Western",TRUE
"5132",80001088,0,"Woman",39,5,"Rural area or village","Middle management, etc.","Western",TRUE
"5133",80001090,0,"Woman",49,1,"Rural area or village","Middle management, etc.","Western",TRUE
"5134",80001091,0,"Woman",35,5,"Rural area or village","Employed position, service job","Western",TRUE
"5135",80001092,0,"Woman",36,5,"Rural area or village","Responsible for ordinary shopping, etc.","Western",TRUE
"5136",80001099,0,"Woman",75,5,"Rural area or village","Retired, unable to work","Western",TRUE
"5137",80001101,0,"Woman",19,5,"Rural area or village","Student","Western",TRUE
"5138",80001114,0,"Man",61,3,"Rural area or village","Professional (lawyer, etc.)","Western",TRUE
"5139",80001115,0,"Woman",31,5,"Rural area or village","Employed position, service job","Western",TRUE
"5140",80001119,0,"Woman",36,5,"Rural area or village","Employed position, service job","Western",TRUE
"5141",80001120,0,"Woman",56,5,"Rural area or village","Employed position, service job","Western",TRUE
"5142",80001131,0,"Man",38,4,"Rural area or village","Unemployed, temporarily not working","Western",TRUE
"5143",80001132,0,"Man",69,1,"Rural area or village","Retired, unable to work","Western",TRUE
"5144",80001133,0,"Woman",38,3,"Rural area or village","Responsible for ordinary shopping, etc.","Western",TRUE
"5145",80001136,0,"Man",38,7,"Rural area or village","Business proprietors, etc.","Western",TRUE
"5146",80001138,0,"Man",37,4,"Rural area or village","Skilled manual worker","Western",TRUE
"5147",80001139,0,"Woman",70,5,"Rural area or village","Retired, unable to work","Western",TRUE
"5148",80001147,0,"Man",28,3,"Rural area or village","Supervisor","Western",TRUE
"5149",80001148,0,"Woman",29,5,"Rural area or village","Skilled manual worker","Western",TRUE
"5150",80001160,0,"Woman",30,5,"Rural area or village","Employed position, service job","Western",TRUE
"5151",80001163,0,"Man",79,5,"Small/middle town","Retired, unable to work","Western",TRUE
"5152",80001185,0,"Woman",35,5,"Large town","Middle management, etc.","Western",TRUE
"5153",80001187,0,"Woman",67,10,"Small/middle town","Responsible for ordinary shopping, etc.","Western",TRUE
"5154",80001191,0,"Woman",24,8,"Small/middle town","Employed position, at desk","Western",TRUE
"5155",80001195,0,"Woman",37,5,"Small/middle town","Employed position, at desk","Western",TRUE
"5156",80001196,6,"Woman",76,5,"Large town","Retired, unable to work","Western",TRUE
"5157",80001206,2,"Man",65,5,"Large town","Unemployed, temporarily not working","Western",TRUE
"5158",80001207,0,"Man",67,3,"Large town","Retired, unable to work","Western",TRUE
"5159",80001214,0,"Man",64,7,"Large town","Professional (lawyer, etc.)","Western",TRUE
"5160",80001220,0,"Man",46,2,"Small/middle town","Unemployed, temporarily not working","Western",TRUE
"5161",80001223,0,"Woman",31,3,"Small/middle town","Employed position, service job","Western",TRUE
"5162",80001225,0,"Woman",32,2,"Small/middle town","Employed position, service job","Western",TRUE
"5163",80001229,0,"Woman",24,8,"Small/middle town","Employed position, service job","Western",TRUE
"5164",80001231,0,"Woman",73,8,"Small/middle town","Responsible for ordinary shopping, etc.","Western",TRUE
"5165",80001234,0,"Woman",37,3,"Small/middle town","Responsible for ordinary shopping, etc.","Western",TRUE
"5166",80001240,0,"Woman",75,5,"Large town","Responsible for ordinary shopping, etc.","Western",TRUE
"5167",80001244,0,"Man",62,5,"Large town","Retired, unable to work","Western",TRUE
"5168",80001246,7,"Woman",57,2,"Large town","Responsible for ordinary shopping, etc.","Western",TRUE
"5169",80001247,0,"Woman",82,5,"Large town","Responsible for ordinary shopping, etc.","Western",TRUE
"5170",80001250,0,"Woman",44,5,"Large town","Responsible for ordinary shopping, etc.","Western",TRUE
"5171",80001251,0,"Woman",45,6,"Large town","Employed position, at desk","Western",TRUE
